id,party_id,ideology,news-freq,dis-freq,polarization,party
1200,rep,4,2.255555556,2.333333333,2.5,4
1096,dem,2,1.716666667,1.703777778,9,2
573,dem,2,1.583333333,1.296222222,0.5,2
225,ind,4,1.6,2.888888889,4,3
482,dem,2,2.016666667,1.629555556,9,1
335,dem,2,3.333333333,1.777777778,2.5,2
1173,dem,3,3.288888889,2.666666667,8,2
356,rep,4,2.683333333,2.259111111,0.5,4
237,rep,4,1.333333333,1,8.5,4
617,ind,2,1.638888889,1.370444444,10,3
995,dem,4,2.027777778,2.926,9.5,2
264,ind,3,2.672222222,1.148222222,0,3
815,rep,5,1.25,3.592666667,10,5
765,dem,1,1.561111111,1.740888889,7.5,2
1126,rep,5,1.994444444,2.555555556,9.5,5
1107,ind,2,2.055555556,1.666666667,7.5,3
789,rep,2,2.922222222,3,3,4
717,dem,2,1.977777778,3,6,2
